dstport,protocol,tag
1314,icmp,sv_P1
1315,udp,email
1316,tcp,sv_P2
1317,icmp,email
1318,icmp,email
1319,udp,sv_P2
1320,udp,sv_P1
1321,icmp,sv_P1
1322,icmp,sv_P1
1323,tcp,sv_P2
1324,udp,sv_P2
1325,udp,sv_P2
1326,icmp,email
1327,tcp,sv_P2
1328,udp,email
1329,tcp,sv_P1
1330,icmp,sv_P2
1331,icmp,email
1332,udp,email
1333,icmp,sv_P2
1334,icmp,email
1335,udp,email
1336,icmp,sv_P1
1337,icmp,sv_P1
1338,icmp,email
1339,udp,email
1340,udp,email
1341,icmp,email
1342,icmp,sv_P2
1343,icmp,sv_P1
1344,tcp,email
1345,icmp,sv_P2
1346,tcp,sv_P2
1347,udp,email
1348,icmp,sv_P2
1349,icmp,email
1350,tcp,sv_P1
1351,udp,sv_P2
1352,udp,sv_P2
1353,udp,sv_P2
1354,icmp,email
1355,udp,sv_P1
1356,icmp,email
1357,icmp,sv_P1
1358,tcp,email
1359,tcp,sv_P1
1360,icmp,sv_P2
1361,icmp,sv_P2
1362,udp,email
1363,icmp,email
1364,tcp,sv_P2
1365,icmp,sv_P1
1366,tcp,sv_P2
1367,tcp,sv_P2
1368,udp,sv_P1
1369,icmp,sv_P1
1370,tcp,sv_P1
1371,udp,email
1372,icmp,sv_P2
1373,udp,sv_P1
1374,udp,email
1375,icmp,sv_P1
1376,icmp,sv_P2
1377,icmp,sv_P1
1378,udp,sv_P2
1379,udp,sv_P1
1380,udp,sv_P2
1381,udp,sv_P1
1382,udp,sv_P2
1383,icmp,sv_P2
1384,tcp,sv_P1
1385,icmp,sv_P1
1386,udp,sv_P2
1387,udp,sv_P2
1388,tcp,email
1389,tcp,email
1390,tcp,sv_P1
1391,udp,sv_P2
1392,udp,sv_P2
1393,tcp,email
1394,tcp,sv_P2
1395,tcp,email
1396,tcp,sv_P2
1397,tcp,sv_P1
1398,tcp,email
1399,udp,sv_P2
1400,tcp,sv_P2
1401,icmp,sv_P2
1402,icmp,sv_P1
1403,icmp,sv_P2
1404,tcp,email
1405,udp,email
1406,icmp,email
1407,icmp,email
1408,tcp,sv_P2
1409,tcp,sv_P2
1410,icmp,sv_P1
1411,udp,sv_P2
1412,icmp,email
1413,udp,sv_P2
1414,tcp,sv_P1
1415,udp,email
1416,tcp,sv_P2
1417,icmp,sv_P2
1418,udp,email
1419,udp,sv_P2
1420,icmp,email
1421,udp,sv_P1
1422,tcp,sv_P2
1423,icmp,email
1424,icmp,sv_P1
1425,tcp,sv_P1
1426,tcp,email
1427,udp,sv_P1
1428,udp,email
1429,tcp,sv_P2
1430,icmp,sv_P1
1431,udp,sv_P1
1432,tcp,sv_P2
1433,udp,sv_P1
1434,tcp,email
1435,udp,sv_P2
1436,udp,sv_P2
1437,udp,email
1438,tcp,email
1439,tcp,sv_P1
1440,udp,email
1441,tcp,email
1442,tcp,sv_P1
1443,tcp,sv_P2
1444,tcp,sv_P2
1445,udp,email
1446,icmp,sv_P1
1447,icmp,email
1448,tcp,sv_P2
1449,udp,sv_P2
1450,icmp,email
1451,udp,sv_P2
1452,tcp,sv_P1
1453,icmp,email
1454,icmp,email
1455,icmp,sv_P2
1456,tcp,sv_P1
1457,udp,sv_P1
1458,udp,sv_P1
1459,tcp,sv_P2
1460,udp,email
1461,tcp,sv_P1
1462,tcp,sv_P1
1463,udp,email
1464,udp,sv_P2
1465,udp,email
1466,icmp,sv_P1
1467,icmp,sv_P1
1468,icmp,email
1469,tcp,sv_P1
1470,udp,email
1471,udp,sv_P1
1472,tcp,email
1473,tcp,email
1474,icmp,sv_P1
1475,icmp,email
1476,icmp,sv_P2
1477,tcp,sv_P1
1478,tcp,sv_P2
1479,icmp,sv_P1
1480,udp,email
1481,udp,sv_P1
1482,icmp,sv_P2
1483,icmp,sv_P2
1484,icmp,email
1485,icmp,sv_P2
1486,udp,sv_P1
1487,icmp,email
1488,udp,sv_P1
1489,icmp,sv_P1
1490,icmp,email
1491,icmp,email
1492,udp,sv_P2
1493,udp,email
1494,udp,sv_P2
1495,icmp,sv_P1
1496,tcp,sv_P2
1497,tcp,email
1498,udp,sv_P2
1499,udp,sv_P2
1500,tcp,sv_P2
1501,icmp,sv_P2
1502,udp,sv_P1
1503,icmp,sv_P1
1504,udp,email
1505,tcp,sv_P1
1506,icmp,sv_P1
1507,icmp,sv_P2
1508,icmp,email
1509,icmp,email
1510,tcp,sv_P1
1511,udp,sv_P1
1512,icmp,sv_P1
1513,udp,sv_P2
1514,tcp,sv_P2
1515,udp,email
1516,tcp,email
1517,icmp,sv_P1
1518,udp,sv_P2
1519,icmp,email
1520,udp,email
1521,udp,sv_P1
1522,tcp,sv_P1
1523,udp,email
1524,udp,sv_P2
1525,udp,sv_P2
1526,icmp,email
1527,udp,sv_P1
1528,udp,sv_P2
1529,tcp,sv_P1
1530,tcp,sv_P1
1531,tcp,sv_P1
1532,tcp,sv_P1
1533,tcp,email
1534,udp,sv_P2
1535,udp,sv_P2
1536,tcp,sv_P2
1537,icmp,sv_P1
1538,udp,email
1539,tcp,sv_P1
1540,tcp,sv_P1
1541,tcp,email
1542,icmp,sv_P2
1543,icmp,email
1544,tcp,email
1545,udp,email
1546,tcp,sv_P1
1547,tcp,sv_P2
1548,tcp,email
1549,icmp,email
1550,icmp,sv_P2
1551,tcp,sv_P1
1552,icmp,email
1553,icmp,email
1554,tcp,email
1555,tcp,sv_P1
1556,icmp,email
1557,tcp,sv_P2
1558,icmp,sv_P2
1559,icmp,sv_P2
1560,udp,sv_P2
1561,udp,sv_P1
1562,udp,sv_P2
1563,icmp,email
1564,tcp,sv_P1
1565,udp,email
1566,icmp,sv_P1
1567,tcp,sv_P1
1568,tcp,email
1569,tcp,email
1570,udp,email
1571,icmp,email
1572,udp,sv_P2
1573,icmp,sv_P2
1574,tcp,sv_P2
1575,tcp,sv_P1
1576,tcp,sv_P1
1577,tcp,sv_P1
1578,tcp,sv_P1
1579,icmp,sv_P2
1580,tcp,sv_P2
1581,icmp,sv_P2
1582,tcp,sv_P1
1583,icmp,sv_P2
1584,tcp,sv_P1
1585,tcp,sv_P2
1586,udp,sv_P2
1587,tcp,sv_P1
1588,icmp,email
1589,udp,email
1590,icmp,sv_P1
1591,udp,sv_P1
1592,udp,sv_P2
1593,udp,sv_P2
1594,udp,sv_P2
1595,udp,sv_P2
1596,tcp,sv_P1
1597,tcp,email
1598,tcp,email
1599,icmp,sv_P2
1600,udp,sv_P1
1601,icmp,sv_P1
1602,udp,email
1603,tcp,sv_P2
1604,icmp,sv_P2
1605,udp,sv_P2
1606,tcp,email
1607,tcp,sv_P1
1608,tcp,sv_P1
1609,icmp,email
1610,tcp,email
1611,tcp,email
1612,tcp,sv_P1
1613,tcp,email
1614,icmp,email
1615,icmp,sv_P1
1616,udp,sv_P2
1617,udp,email
1618,icmp,email
1619,udp,email
1620,tcp,sv_P2
1621,icmp,email
1622,tcp,email
1623,tcp,email
1624,icmp,sv_P1
1625,icmp,sv_P1
1626,udp,sv_P2
1627,icmp,email
1628,tcp,sv_P1
1629,icmp,sv_P1
1630,tcp,email
1631,tcp,sv_P1
1632,udp,sv_P2
1633,udp,sv_P2
1634,tcp,sv_P1
1635,icmp,email
1636,udp,email
1637,tcp,sv_P2
1638,udp,sv_P2
1639,icmp,email
1640,udp,sv_P2
1641,icmp,email
1642,icmp,email
1643,udp,sv_P2
1644,icmp,email
1645,icmp,email
1646,icmp,sv_P2
1647,icmp,sv_P2
1648,icmp,sv_P1
1649,udp,sv_P2
1650,tcp,sv_P2
1651,udp,sv_P1
1652,udp,sv_P2
1653,udp,email
1654,icmp,sv_P2
1655,icmp,sv_P1
1656,icmp,email
1657,tcp,email
1658,udp,sv_P1
1659,udp,sv_P2
1660,udp,sv_P2
1661,tcp,sv_P1
1662,tcp,email
1663,icmp,sv_P2
1664,icmp,sv_P2
1665,udp,email
1666,tcp,sv_P2
1667,tcp,sv_P1
1668,icmp,sv_P1
1669,udp,sv_P1
1670,tcp,sv_P2
1671,tcp,email
1672,udp,sv_P1
1673,tcp,sv_P2
1674,icmp,email
1675,icmp,email
1676,icmp,sv_P2
1677,tcp,email
1678,tcp,sv_P1
1679,tcp,email
1680,icmp,sv_P1
1681,tcp,email
1682,tcp,email
1683,tcp,sv_P1
1684,tcp,email
1685,tcp,sv_P2
1686,tcp,sv_P2
1687,udp,sv_P2
1688,icmp,sv_P2
1689,udp,sv_P1
1690,icmp,email
1691,icmp,sv_P2
1692,udp,sv_P2
1693,tcp,sv_P2
1694,icmp,sv_P1
1695,tcp,email
1696,tcp,sv_P2
1697,udp,sv_P2
1698,icmp,sv_P1
1699,tcp,email
1700,udp,sv_P2
1701,udp,sv_P1
1702,tcp,sv_P1
1703,icmp,email
1704,icmp,email
1705,tcp,sv_P1
1706,icmp,sv_P1
1707,udp,sv_P1
1708,tcp,sv_P1
1709,udp,sv_P2
1710,udp,sv_P2
1711,icmp,sv_P1
1712,tcp,sv_P2
1713,icmp,sv_P1
1714,icmp,email
1715,icmp,sv_P1
1716,icmp,sv_P1
1717,icmp,email
1718,tcp,sv_P2
1719,icmp,sv_P2
1720,udp,email
1721,tcp,sv_P1
1722,icmp,sv_P2
1723,udp,sv_P1
1724,icmp,sv_P1
1725,tcp,sv_P1
1726,tcp,sv_P1
1727,udp,sv_P1
1728,udp,email
1729,tcp,email
1730,tcp,sv_P1
1731,udp,email
1732,udp,sv_P2
1733,icmp,email
1734,icmp,sv_P2
1735,icmp,sv_P2
1736,udp,sv_P1
1737,udp,sv_P1
1738,icmp,sv_P1
1739,icmp,sv_P1
1740,icmp,sv_P2
1741,tcp,sv_P2
1742,icmp,sv_P2
1743,icmp,sv_P2
1744,tcp,sv_P2
1745,icmp,sv_P2
1746,udp,sv_P2
1747,tcp,email
1748,tcp,email
1749,udp,email
1750,tcp,sv_P2
1751,icmp,sv_P1
1752,tcp,sv_P1
1753,icmp,sv_P2
1754,tcp,sv_P1
1755,icmp,email
1756,tcp,sv_P1
1757,udp,email
1758,icmp,sv_P2
1759,tcp,sv_P1
1760,icmp,email
1761,icmp,sv_P1
1762,udp,sv_P2
1763,icmp,sv_P2
1764,tcp,email
1765,udp,sv_P1
1766,icmp,sv_P1
1767,icmp,sv_P2
1768,icmp,email
1769,icmp,sv_P1
1770,tcp,email
1771,tcp,sv_P1
1772,udp,sv_P2
1773,tcp,sv_P1
1774,tcp,email
1775,udp,sv_P1
1776,tcp,sv_P2
1777,udp,sv_P1
1778,tcp,email
1779,udp,sv_P2
1780,udp,sv_P2
1781,icmp,sv_P1
1782,tcp,sv_P2
1783,icmp,sv_P2
1784,tcp,sv_P2
1785,icmp,sv_P1
1786,icmp,sv_P2
1787,icmp,sv_P1
1788,tcp,email
1789,icmp,sv_P1
1790,udp,email
1791,icmp,sv_P1
1792,icmp,sv_P2
1793,icmp,sv_P2
1794,icmp,email
1795,udp,sv_P1
1796,icmp,sv_P1
1797,udp,sv_P2
1798,icmp,sv_P2
1799,udp,sv_P1
1800,tcp,sv_P2
1801,tcp,sv_P2
1802,icmp,sv_P2
1803,udp,sv_P1
1804,udp,sv_P1
1805,tcp,sv_P1
1806,icmp,sv_P2
1807,udp,sv_P2
1808,icmp,sv_P2
1809,icmp,sv_P2
1810,udp,email
1811,icmp,sv_P1
1812,tcp,sv_P2
1813,udp,sv_P2
1814,icmp,sv_P2
1815,udp,sv_P1
1816,tcp,sv_P1
1817,tcp,sv_P2
1818,icmp,sv_P1
1819,icmp,sv_P1
1820,tcp,sv_P1
1821,icmp,sv_P2
1822,tcp,sv_P1
1823,icmp,sv_P1
1824,tcp,sv_P2
1825,tcp,sv_P1
1826,tcp,sv_P2
1827,udp,email
1828,udp,sv_P1
1829,udp,email
1830,icmp,email
1831,udp,sv_P2
1832,udp,sv_P1
1833,udp,sv_P1
1834,udp,sv_P2
1835,tcp,email
1836,udp,sv_P1
1837,udp,sv_P1
1838,icmp,email
1839,icmp,sv_P2
1840,tcp,sv_P1
1841,udp,sv_P1
1842,tcp,sv_P2
1843,udp,sv_P1
1844,udp,sv_P1
1845,udp,sv_P1
1846,tcp,email
1847,udp,email
1848,udp,sv_P1
1849,tcp,email
1850,tcp,email
1851,tcp,sv_P2
1852,icmp,sv_P2
1853,tcp,email
1854,icmp,email
1855,tcp,sv_P2
1856,icmp,email
1857,icmp,email
1858,icmp,sv_P1
1859,icmp,sv_P1
1860,udp,sv_P1
1861,tcp,email
1862,tcp,sv_P2
1863,icmp,sv_P1
1864,icmp,sv_P2
1865,udp,email
1866,icmp,sv_P1
1867,udp,sv_P2
1868,tcp,email
1869,udp,email
1870,icmp,sv_P1
1871,tcp,sv_P1
1872,tcp,sv_P1
1873,icmp,sv_P2
1874,icmp,email
1875,tcp,sv_P2
1876,tcp,sv_P2
1877,udp,email
1878,udp,email
1879,udp,sv_P2
1880,udp,email
1881,icmp,email
1882,icmp,email
1883,tcp,sv_P1
1884,udp,sv_P1
1885,icmp,sv_P2
1886,udp,sv_P1
1887,tcp,sv_P1
1888,icmp,email
1889,tcp,sv_P2
1890,tcp,sv_P2
1891,udp,sv_P1
1892,icmp,sv_P2
1893,udp,email
1894,udp,email
1895,udp,sv_P2
1896,udp,sv_P1
1897,tcp,sv_P1
1898,icmp,email
1899,tcp,sv_P2
1900,tcp,email
1901,icmp,sv_P2
1902,tcp,email
1903,icmp,sv_P2
1904,icmp,email
1905,icmp,email
1906,udp,sv_P1
1907,tcp,sv_P2
1908,udp,email
1909,tcp,sv_P2
1910,tcp,sv_P2
1911,tcp,sv_P2
1912,udp,sv_P2
1913,icmp,email
1914,icmp,sv_P2
1915,icmp,sv_P1
1916,udp,sv_P1
1917,udp,sv_P2
1918,udp,sv_P1
1919,tcp,sv_P1
1920,tcp,sv_P2
1921,udp,email
1922,udp,sv_P1
1923,tcp,sv_P1
1924,icmp,email
1925,tcp,email
1926,tcp,sv_P2
1927,udp,sv_P2
1928,udp,email
1929,tcp,sv_P1
1930,icmp,email
1931,udp,sv_P2
1932,tcp,email
1933,icmp,sv_P2
1934,icmp,sv_P1
1935,icmp,email
1936,icmp,sv_P2
1937,udp,email
1938,udp,sv_P2
1939,tcp,sv_P2
1940,tcp,sv_P2
1941,icmp,sv_P1
1942,tcp,email
1943,tcp,sv_P1
1944,icmp,sv_P2
1945,icmp,email
1946,icmp,email
1947,tcp,sv_P1
1948,icmp,email
1949,icmp,sv_P2
1950,tcp,email
1951,icmp,email
1952,tcp,email
1953,icmp,sv_P2
1954,udp,sv_P2
1955,udp,sv_P2
1956,tcp,email
1957,icmp,email
1958,tcp,sv_P1
1959,udp,sv_P2
1960,udp,sv_P1
1961,tcp,email
1962,tcp,email
1963,tcp,sv_P1
1964,udp,sv_P1
1965,icmp,sv_P1
1966,udp,sv_P2
1967,tcp,sv_P1
1968,udp,sv_P1
1969,udp,email
1970,icmp,sv_P1
1971,icmp,sv_P1
1972,icmp,sv_P2
1973,udp,sv_P1
1974,icmp,email
1975,tcp,sv_P1
1976,icmp,sv_P1
1977,tcp,sv_P2
1978,udp,sv_P1
1979,icmp,sv_P1
1980,icmp,email
1981,icmp,sv_P1
1982,udp,sv_P2
1983,tcp,sv_P1
1984,icmp,sv_P1
1985,udp,sv_P2
1986,icmp,sv_P1
1987,udp,email
1988,tcp,email
1989,tcp,sv_P1
1990,tcp,sv_P2
1991,icmp,email
1992,udp,sv_P2
1993,udp,email
1994,udp,sv_P2
1995,tcp,email
1996,udp,email
1997,icmp,email
1998,udp,sv_P2
1999,udp,sv_P1
2000,tcp,email
2001,udp,email
2002,udp,email
2003,icmp,email
2004,tcp,sv_P2
2005,udp,sv_P2
2006,udp,sv_P2
2007,tcp,sv_P2
2008,icmp,email
2009,icmp,sv_P2
2010,tcp,sv_P2
2011,icmp,sv_P1
2012,icmp,sv_P1
2013,tcp,email
2014,udp,sv_P2
2015,udp,sv_P1
2016,tcp,email
2017,udp,email
2018,tcp,sv_P2
2019,udp,sv_P1
2020,icmp,email
2021,tcp,email
2022,icmp,email
2023,udp,email
2024,udp,sv_P1
2025,icmp,sv_P1
2026,icmp,sv_P2
2027,icmp,email
2028,tcp,email
2029,tcp,email
2030,icmp,sv_P2
2031,tcp,sv_P1
2032,icmp,sv_P2
2033,tcp,sv_P2
2034,icmp,sv_P2
2035,icmp,email
2036,tcp,email
2037,icmp,sv_P2
2038,tcp,sv_P1
2039,icmp,sv_P1
2040,tcp,sv_P2
2041,udp,sv_P2
2042,tcp,email
2043,icmp,email
2044,icmp,email
2045,icmp,email
2046,icmp,email
2047,icmp,sv_P1
2048,udp,sv_P1
2049,udp,email
2050,icmp,sv_P1
2051,tcp,sv_P1
2052,tcp,email
2053,tcp,email
2054,tcp,sv_P2
2055,icmp,sv_P1
2056,udp,email
2057,icmp,sv_P2
2058,icmp,email
2059,tcp,email
2060,tcp,sv_P1
2061,icmp,sv_P2
2062,icmp,sv_P1
2063,udp,email
2064,tcp,sv_P2
2065,tcp,email
2066,udp,sv_P1
2067,tcp,sv_P1
2068,icmp,sv_P2
2069,udp,sv_P1
2070,udp,email
2071,tcp,sv_P2
2072,icmp,sv_P1
2073,udp,sv_P2
2074,icmp,sv_P2
2075,tcp,email
2076,udp,sv_P2
2077,tcp,sv_P1
2078,icmp,email
2079,icmp,sv_P1
2080,tcp,sv_P2
2081,icmp,sv_P1
2082,icmp,email
2083,udp,email
2084,udp,sv_P1
2085,udp,email
2086,udp,sv_P1
2087,icmp,email
2088,tcp,email
2089,tcp,sv_P2
2090,icmp,sv_P2
2091,tcp,sv_P2
2092,tcp,email
2093,icmp,sv_P2
2094,udp,sv_P1
2095,tcp,email
2096,udp,sv_P2
2097,udp,sv_P2
2098,udp,sv_P1
2099,udp,sv_P1
2100,tcp,sv_P2
2101,icmp,sv_P1
2102,udp,sv_P2
2103,udp,sv_P2
2104,tcp,sv_P2
2105,tcp,email
2106,icmp,sv_P2
2107,tcp,sv_P2
2108,tcp,sv_P2
2109,udp,sv_P1
2110,icmp,sv_P1
2111,icmp,sv_P1
2112,icmp,email
2113,udp,email
2114,tcp,sv_P1
2115,udp,email
2116,udp,sv_P1
2117,icmp,sv_P2
2118,icmp,sv_P1
2119,tcp,sv_P1
2120,tcp,sv_P1
2121,icmp,email
2122,icmp,email
2123,icmp,sv_P1
2124,icmp,sv_P1
2125,udp,email
2126,udp,sv_P2
2127,icmp,email
2128,udp,email
2129,tcp,sv_P1
2130,tcp,email
2131,icmp,sv_P2
2132,icmp,sv_P2
2133,icmp,sv_P1
2134,tcp,sv_P2
2135,icmp,sv_P1
2136,tcp,email
2137,icmp,sv_P2
2138,tcp,email
2139,tcp,sv_P1
2140,tcp,sv_P2
2141,icmp,email
2142,tcp,sv_P2
2143,tcp,sv_P1
2144,udp,sv_P1
2145,udp,sv_P2
2146,udp,email
2147,udp,sv_P1
2148,tcp,email
2149,udp,sv_P1
2150,udp,sv_P2
2151,icmp,sv_P1
2152,udp,sv_P2
2153,icmp,email
2154,udp,sv_P2
2155,icmp,email
2156,udp,sv_P2
2157,icmp,sv_P1
2158,tcp,sv_P1
2159,udp,sv_P2
2160,udp,sv_P1
2161,tcp,email
2162,icmp,email
2163,udp,email
2164,tcp,email
2165,tcp,sv_P2
2166,tcp,sv_P1
2167,icmp,email
2168,udp,email
2169,icmp,email
2170,tcp,email
2171,udp,email
2172,udp,email
2173,tcp,sv_P2
2174,icmp,sv_P1
2175,udp,sv_P2
2176,tcp,sv_P2
2177,udp,sv_P2
2178,tcp,sv_P2
2179,udp,email
2180,udp,sv_P1
2181,tcp,sv_P2
2182,udp,sv_P2
2183,udp,sv_P1
2184,icmp,email
2185,udp,sv_P2
2186,tcp,email
2187,icmp,email
2188,udp,sv_P2
2189,tcp,email
2190,udp,sv_P2
2191,tcp,sv_P1
2192,icmp,sv_P2
2193,tcp,email
2194,udp,sv_P2
2195,udp,email
2196,udp,sv_P2
2197,tcp,sv_P2
2198,icmp,sv_P2
2199,udp,sv_P1
2200,tcp,sv_P2
2201,udp,email
2202,udp,sv_P1
2203,udp,sv_P2
2204,icmp,sv_P2
2205,tcp,sv_P2
2206,udp,email
2207,udp,sv_P2
2208,udp,sv_P1
2209,icmp,sv_P1
2210,udp,sv_P2
2211,udp,sv_P1
2212,udp,sv_P1
2213,icmp,sv_P2
2214,udp,sv_P2
2215,udp,email
2216,tcp,sv_P1
2217,tcp,sv_P2
2218,udp,email
2219,icmp,sv_P2
2220,udp,sv_P1
2221,tcp,sv_P1
2222,udp,sv_P1
2223,tcp,email
2224,tcp,sv_P1
2225,icmp,sv_P1
2226,tcp,sv_P1
2227,tcp,sv_P1
2228,udp,sv_P2
2229,udp,sv_P2
2230,icmp,sv_P2
2231,icmp,sv_P1
2232,udp,email
2233,tcp,sv_P1
2234,icmp,sv_P1
2235,icmp,sv_P1
2236,udp,sv_P2
2237,icmp,sv_P1
2238,icmp,sv_P2
2239,tcp,sv_P2
2240,tcp,sv_P2
2241,icmp,email
2242,udp,sv_P2
2243,udp,email
2244,icmp,sv_P1
2245,udp,sv_P1
2246,icmp,email
2247,udp,sv_P1
2248,udp,sv_P2
2249,udp,email
2250,tcp,email
2251,udp,sv_P2
2252,icmp,sv_P1
2253,udp,sv_P1
2254,udp,sv_P1
2255,icmp,sv_P2
2256,udp,email
2257,tcp,sv_P2
2258,icmp,email
2259,icmp,sv_P2
2260,udp,email
2261,tcp,email
2262,udp,sv_P1
2263,icmp,sv_P1
2264,tcp,sv_P2
2265,udp,sv_P1
2266,tcp,sv_P2
2267,icmp,sv_P2
2268,icmp,sv_P2
2269,tcp,sv_P2
2270,tcp,sv_P1
2271,icmp,email
2272,icmp,email
2273,tcp,email
2274,icmp,sv_P2
2275,icmp,email
2276,icmp,sv_P1
2277,icmp,sv_P1
2278,udp,sv_P2
2279,udp,sv_P1
2280,udp,sv_P1
2281,udp,sv_P2
2282,tcp,email
2283,icmp,sv_P2
2284,udp,sv_P2
2285,tcp,email
2286,udp,sv_P1
2287,udp,sv_P1
2288,icmp,sv_P1
2289,icmp,email
2290,tcp,sv_P1
2291,icmp,email
2292,udp,sv_P2
2293,udp,sv_P1
2294,udp,email
2295,udp,sv_P1
2296,udp,sv_P2
2297,icmp,sv_P2
2298,icmp,sv_P1
2299,udp,sv_P2
2300,tcp,sv_P2
2301,udp,sv_P2
2302,tcp,sv_P1
2303,tcp,sv_P1
2304,tcp,sv_P1
2305,icmp,email
2306,icmp,email
2307,udp,sv_P1
2308,udp,sv_P2
2309,udp,sv_P1
2310,udp,sv_P2
2311,udp,email
2312,tcp,email
2313,udp,sv_P2
2314,udp,email
2315,tcp,sv_P2
2316,udp,sv_P1
2317,udp,sv_P1
2318,tcp,sv_P2
2319,tcp,email
2320,tcp,email
2321,tcp,email
2322,udp,sv_P2
2323,tcp,email
2324,icmp,sv_P2
2325,icmp,email
2326,udp,sv_P1
2327,tcp,sv_P2
2328,tcp,email
2329,icmp,sv_P2
2330,tcp,sv_P1
2331,tcp,sv_P1
2332,udp,sv_P1
2333,tcp,email
2334,tcp,sv_P2
2335,udp,email
2336,udp,sv_P1
2337,icmp,email
2338,icmp,sv_P1
2339,udp,email
2340,tcp,sv_P2
2341,icmp,sv_P1
2342,tcp,sv_P1
2343,icmp,email
2344,udp,email
2345,tcp,sv_P1
2346,tcp,sv_P2
2347,udp,email
2348,icmp,sv_P2
2349,udp,email
2350,tcp,email
2351,icmp,email
2352,udp,email
2353,tcp,email
2354,udp,sv_P1
2355,icmp,sv_P1
2356,icmp,sv_P2
2357,tcp,email
2358,udp,email
2359,tcp,sv_P2
2360,tcp,sv_P1
2361,icmp,sv_P1
2362,icmp,sv_P2
2363,tcp,sv_P1
2364,tcp,email
2365,udp,email
2366,udp,sv_P2
2367,udp,sv_P1
2368,icmp,sv_P1
2369,udp,sv_P2
2370,udp,sv_P2
2371,udp,email
2372,tcp,sv_P2
2373,icmp,sv_P2
2374,udp,sv_P1
2375,icmp,sv_P1
2376,tcp,sv_P1
2377,icmp,email
2378,udp,sv_P1
2379,tcp,email
2380,tcp,sv_P1
2381,icmp,sv_P2
2382,icmp,sv_P2
2383,udp,email
2384,icmp,sv_P2
2385,icmp,sv_P1
2386,udp,sv_P1
2387,icmp,sv_P1
2388,udp,email
2389,udp,sv_P1
2390,icmp,email
2391,tcp,sv_P1
2392,tcp,sv_P2
2393,udp,email
2394,udp,sv_P2
2395,udp,sv_P2
2396,tcp,sv_P2
2397,tcp,sv_P1
2398,udp,sv_P1
2399,tcp,sv_P1
2400,icmp,sv_P2
2401,tcp,sv_P2
2402,icmp,email
2403,tcp,sv_P1
2404,tcp,sv_P1
2405,tcp,sv_P1
2406,udp,sv_P2
2407,icmp,email
2408,udp,sv_P1
2409,icmp,email
2410,icmp,email
2411,tcp,email
2412,icmp,email
2413,udp,sv_P1
2414,icmp,email
2415,udp,email
2416,icmp,email
2417,udp,sv_P1
2418,udp,sv_P2
2419,tcp,sv_P2
2420,tcp,sv_P2
2421,icmp,email
2422,tcp,sv_P1
2423,udp,sv_P2
2424,icmp,sv_P1
2425,tcp,sv_P2
2426,tcp,email
2427,udp,sv_P1
2428,tcp,sv_P1
2429,tcp,sv_P2
2430,udp,sv_P2
2431,udp,email
2432,icmp,sv_P1
2433,icmp,sv_P2
2434,tcp,email
2435,icmp,sv_P1
2436,tcp,sv_P1
2437,udp,sv_P2
2438,tcp,email
2439,icmp,email
2440,icmp,email
2441,tcp,sv_P1
2442,tcp,sv_P2
2443,udp,sv_P1
2444,icmp,sv_P1
2445,icmp,email
2446,udp,sv_P2
2447,tcp,email
2448,udp,sv_P2
2449,udp,email
2450,udp,sv_P2
2451,icmp,sv_P1
2452,tcp,sv_P1
2453,tcp,sv_P1
2454,udp,sv_P1
2455,udp,email
2456,icmp,sv_P1
2457,icmp,sv_P2
2458,icmp,email
2459,icmp,sv_P1
2460,icmp,email
2461,tcp,sv_P2
2462,icmp,email
2463,icmp,sv_P2
2464,icmp,sv_P2
2465,udp,email
2466,udp,sv_P1
2467,icmp,sv_P1
2468,udp,email
2469,icmp,email
2470,tcp,sv_P2
2471,udp,sv_P1
2472,tcp,sv_P1
2473,tcp,email
2474,udp,sv_P1
2475,tcp,email
2476,icmp,sv_P1
2477,udp,sv_P1
2478,icmp,email
2479,udp,email
2480,udp,email
2481,icmp,sv_P2
2482,icmp,email
2483,icmp,sv_P1
2484,udp,sv_P1
2485,tcp,email
2486,icmp,sv_P2
2487,icmp,sv_P1
2488,tcp,sv_P1
2489,udp,sv_P2
2490,tcp,sv_P1
2491,icmp,email
2492,icmp,email
2493,udp,sv_P2
2494,icmp,sv_P1
2495,udp,email
2496,icmp,email
2497,udp,email
2498,udp,sv_P2
2499,icmp,email
2500,tcp,sv_P2
2501,tcp,sv_P1
2502,udp,sv_P1
2503,tcp,sv_P2
2504,udp,email
2505,icmp,sv_P1
2506,tcp,sv_P1
2507,udp,sv_P1
2508,udp,email
2509,udp,sv_P1
2510,udp,sv_P2
2511,icmp,sv_P2
2512,udp,email
2513,icmp,sv_P2
2514,icmp,email
2515,icmp,sv_P1
2516,udp,email
2517,tcp,email
2518,udp,sv_P1
2519,udp,email
2520,icmp,sv_P1
2521,tcp,email
2522,udp,sv_P1
2523,tcp,sv_P2
2524,udp,sv_P1
2525,tcp,email
2526,icmp,email
2527,icmp,email
2528,tcp,email
2529,tcp,sv_P1
2530,tcp,sv_P1
2531,icmp,sv_P1
2532,tcp,sv_P2
2533,tcp,sv_P2
2534,udp,sv_P1
2535,icmp,sv_P2
2536,udp,sv_P1
2537,icmp,sv_P1
2538,icmp,sv_P1
2539,tcp,email
2540,tcp,sv_P1
2541,icmp,sv_P1
2542,icmp,sv_P1
2543,tcp,email
2544,icmp,email
2545,tcp,sv_P2
